opportunity_id,primary_savings_model_id,secondary_savings_model_ids,value_roles,business_relevance,affected_bill_types,required_bill_fields,optional_bill_fields,required_non_bill_inputs,incentive_value_method,project_cost_estimation_method,calculation_readiness,confidence,manual_review_required
"SOURCE_DSIRE:dsire_program_id:3319","financing_cash_flow","hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency","bill_savings|financing","residential_only","none|electric|gas","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|monthly_kwh|peak_kw|demand_charges|rate_schedule|monthly_therms|gas_rate_schedule|demand_charge_rate","equipment_category","financing","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:3409","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","business_relevant","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:3355","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","mixed","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:143","sales_or_property_tax_exemption","","tax_benefit","mixed","none","project_cost_estimate","ownership_status|tax_entity_type|contractor_quote_amount","equipment_category","tax_exemption","benchmark_range","needs_tax_review","medium","true"
"SOURCE_DSIRE:dsire_program_id:1337","financing_cash_flow","solar_electric_offset|hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency|controls_building_automation|battery_tou_demand_savings","bill_savings|financing","residential_only","none|electric|gas","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|time_of_use_periods|demand_charges|generation_charges|delivery_charges|monthly_kwh|peak_kw|rate_schedule|monthly_therms|gas_rate_schedule|demand_charge_rate|annual_therms|annual_kwh|monthly_peak_kw","equipment_category","financing","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:3023","project_cost_reduction_only","","upfront_cost_reduction","business_relevant","none","project_cost_estimate","contractor_quote_amount|quote_date","equipment_category","per_unit","benchmark_range","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:22348","fleet_fuel_replacement","ev_charging_site_load","bill_savings|upfront_cost_reduction","mixed","fuel|electric","annual_gallons|annual_fuel_cost|average_cost_per_gallon|vehicle_count","estimated_miles|fuel_type|monthly_fuel_cost|rate_schedule|average_cost_per_kwh|peak_kw|demand_charge_rate|time_of_use_periods","vehicle_count","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:5807","financing_cash_flow","hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency","bill_savings|financing","residential_only","none|electric|gas","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|monthly_kwh|peak_kw|demand_charges|rate_schedule|monthly_therms|gas_rate_schedule|demand_charge_rate","equipment_category","financing","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:22489","sales_or_property_tax_exemption","battery_tou_demand_savings","bill_savings|tax_benefit","residential_only","none|electric","project_cost_estimate","ownership_status|tax_entity_type|contractor_quote_amount|annual_kwh|monthly_peak_kw","equipment_category","tax_exemption","benchmark_range","needs_tax_review","low","true"
"SOURCE_DSIRE:dsire_program_id:22758","program_rule_value_only","","policy_or_permitting","unknown","none","","service_address|utility_provider","project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_SILICON_VALLEY_POWER:svp_source_section:6849d4cc60567610:customer-directed-electrification-rebate","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","business_relevant","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:2445","financing_cash_flow","hvac_electric_efficiency|motor_vfd_efficiency","bill_savings|financing","mixed","none|electric","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|monthly_kwh|peak_kw|demand_charges|rate_schedule|demand_charge_rate","equipment_category","financing","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:3812","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","mixed","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:701","interconnection_or_grid_access_value","","policy_or_permitting","mixed","none","","utility_provider|service_address|rate_schedule","equipment_category|project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:4342","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:22162","grant_funding","","upfront_cost_reduction","unknown","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:151","sales_or_property_tax_exemption","electric_usage_reduction|solar_electric_offset","bill_savings|tax_benefit","business_relevant","none|electric","project_cost_estimate","ownership_status|tax_entity_type|contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|time_of_use_periods|demand_charges","equipment_category","tax_exemption","benchmark_range","needs_tax_review","medium","false"
"SOURCE_DSIRE:dsire_program_id:4785","commercial_kitchen_equipment_efficiency","water_sewer_reduction","bill_savings|upfront_cost_reduction","business_relevant","electric|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|annual_water_use|annual_water_cost|annual_sewer_cost|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:5587","grant_funding","","upfront_cost_reduction","public_nonprofit_only","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:22199","grant_funding","ev_charging_site_load","bill_savings|upfront_cost_reduction","mixed","none|electric","project_cost_estimate","contractor_quote_amount|peak_kw|demand_charge_rate|time_of_use_periods","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:1461","commercial_kitchen_equipment_efficiency","water_sewer_reduction","bill_savings|upfront_cost_reduction","residential_only","electric|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|annual_water_use|annual_water_cost|annual_sewer_cost|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:5403","controls_building_automation","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|rate_schedule","annual_therms|peak_kw|demand_charges|time_of_use_periods","square_footage|equipment_category","per_unit","benchmark_range","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:4739","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","business_relevant","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:3659","whole_building_custom_efficiency","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|motor_vfd_efficiency|controls_building_automation|commercial_kitchen_equipment_efficiency|battery_tou_demand_savings|water_sewer_reduction","bill_savings|upfront_cost_reduction","business_relevant","electric|gas|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|rate_schedule|delivery_charges|generation_charges|demand_charges|monthly_therms|gas_rate_schedule|time_of_use_periods|annual_water_use|annual_water_cost|annual_sewer_cost|annual_kwh|monthly_peak_kw|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","medium","true"
"SOURCE_DSIRE:dsire_program_id:3841","commercial_kitchen_equipment_efficiency","water_sewer_reduction","bill_savings|upfront_cost_reduction","business_relevant","electric|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|annual_water_use|annual_water_cost|annual_sewer_cost|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:5627","financing_cash_flow","solar_electric_offset|hvac_electric_efficiency|gas_usage_reduction","bill_savings|financing","residential_only","none|electric|gas","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|time_of_use_periods|demand_charges|generation_charges|delivery_charges|monthly_kwh|peak_kw|rate_schedule|monthly_therms|gas_rate_schedule","equipment_category","financing","contractor_quote_required","needs_quote","low","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_url_hash:url_hash:4fc8c1c8271d9542","grant_funding","","upfront_cost_reduction","mixed","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:3385","refrigeration_electric_efficiency","electric_usage_reduction","bill_savings|upfront_cost_reduction","business_relevant","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","monthly_kwh|peak_kw|demand_charges|rate_schedule|delivery_charges|generation_charges","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:1931","battery_tou_demand_savings","project_cost_reduction_only","bill_savings|upfront_cost_reduction","business_relevant","electric|none","rate_schedule|time_of_use_periods|peak_kw|demand_charges|demand_charge_rate|monthly_kwh","annual_kwh|monthly_peak_kw|contractor_quote_amount|quote_date","equipment_category","per_unit","cost_per_kwh_storage","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:22741","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","residential_only","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:4569","controls_building_automation","","bill_savings|upfront_cost_reduction","mixed","electric","annual_kwh|rate_schedule","annual_therms|peak_kw|demand_charges|time_of_use_periods","square_footage|equipment_category","per_unit","benchmark_range","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:22342","project_cost_reduction_only","","upfront_cost_reduction","mixed","none","project_cost_estimate","contractor_quote_amount|quote_date","equipment_category","per_unit","benchmark_range","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:1188","financing_cash_flow","hvac_electric_efficiency|gas_usage_reduction","bill_savings|financing","residential_only","none|electric|gas","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|monthly_kwh|peak_kw|demand_charges|rate_schedule|monthly_therms|gas_rate_schedule","equipment_category","financing","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:2158","financing_cash_flow","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency","bill_savings|financing","residential_only","none|electric|gas","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|peak_kw|demand_charges|monthly_therms|gas_rate_schedule|demand_charge_rate","equipment_category","financing","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:1302","financing_cash_flow","electric_usage_reduction|solar_electric_offset|hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|motor_vfd_efficiency|controls_building_automation|commercial_kitchen_equipment_efficiency|battery_tou_demand_savings|water_sewer_reduction","bill_savings|financing","residential_only","none|electric|gas|water_sewer","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|time_of_use_periods|demand_charges|peak_kw|monthly_therms|gas_rate_schedule|demand_charge_rate|annual_therms|average_cost_per_therm|annual_water_use|annual_water_cost|annual_sewer_cost|annual_kwh|monthly_peak_kw|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","equipment_category","financing","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:2241","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","residential_only","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:4698","whole_building_custom_efficiency","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|motor_vfd_efficiency|controls_building_automation|commercial_kitchen_equipment_efficiency|battery_tou_demand_savings","bill_savings|upfront_cost_reduction","business_relevant","electric|gas","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|rate_schedule|delivery_charges|generation_charges|demand_charges|monthly_therms|gas_rate_schedule|time_of_use_periods|annual_water_use|annual_water_cost|annual_sewer_cost|annual_kwh|monthly_peak_kw","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","medium","true"
"SOURCE_DSIRE:dsire_program_id:5042","sales_or_property_tax_exemption","electric_usage_reduction|solar_electric_offset|hvac_electric_efficiency|motor_vfd_efficiency","bill_savings|tax_benefit","residential_only","none|electric","project_cost_estimate","ownership_status|tax_entity_type|contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|time_of_use_periods|demand_charges|peak_kw|demand_charge_rate","equipment_category","tax_exemption","benchmark_range","needs_tax_review","low","true"
"SOURCE_DSIRE:dsire_program_id:3619","whole_building_custom_efficiency","hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|motor_vfd_efficiency","bill_savings|upfront_cost_reduction","residential_only","electric|gas","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|demand_charges|rate_schedule|monthly_therms|gas_rate_schedule","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","low","true"
"SOURCE_DSIRE:dsire_program_id:5138","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","business_relevant","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:1450","commercial_kitchen_equipment_efficiency","water_sewer_reduction","bill_savings|upfront_cost_reduction","mixed","electric|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|annual_water_use|annual_water_cost|annual_sewer_cost|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:4636","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","residential_only","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_code_title_hash:NY108F:7a3fca37800a","sales_or_property_tax_exemption","","tax_benefit","unknown","none","project_cost_estimate","ownership_status|tax_entity_type|contractor_quote_amount","equipment_category","tax_exemption","benchmark_range","needs_tax_review","low","true"
"SOURCE_DSIRE:dsire_program_id:2526","net_metering_or_export_value","solar_electric_offset","bill_savings|policy_or_permitting","mixed","electric","annual_kwh|monthly_kwh|rate_schedule","time_of_use_periods|generation_charges|delivery_charges|demand_charges","equipment_category|roof_area","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:4828","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:22273","fleet_fuel_replacement","ev_charging_site_load","bill_savings|upfront_cost_reduction","mixed","fuel|electric","annual_gallons|annual_fuel_cost|average_cost_per_gallon|vehicle_count","estimated_miles|fuel_type|monthly_fuel_cost|rate_schedule|average_cost_per_kwh|peak_kw|demand_charge_rate|time_of_use_periods","vehicle_count","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:1772","controls_building_automation","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|rate_schedule","annual_therms|peak_kw|demand_charges|time_of_use_periods","square_footage|equipment_category","per_unit","benchmark_range","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:3762","financing_cash_flow","","financing","business_relevant","none","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount","equipment_category","financing","contractor_quote_required","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:22597","financing_cash_flow","solar_electric_offset","bill_savings|financing","business_relevant","none|electric","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|time_of_use_periods|demand_charges|generation_charges|delivery_charges","equipment_category","financing","contractor_quote_required","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:22424","program_rule_value_only","","policy_or_permitting","mixed","none","","service_address|utility_provider","project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:3329","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:22666","grant_funding","electric_usage_reduction|ev_charging_site_load","bill_savings|upfront_cost_reduction","agriculture_only","none|electric","project_cost_estimate","contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|peak_kw|demand_charge_rate|time_of_use_periods","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:2301","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:22746","grant_funding","electric_usage_reduction|hvac_electric_efficiency|controls_building_automation","bill_savings|upfront_cost_reduction","public_nonprofit_only","none|electric","project_cost_estimate","contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|peak_kw|demand_charges|annual_therms|time_of_use_periods","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:1292","project_cost_reduction_only","","upfront_cost_reduction","business_relevant","none","project_cost_estimate","contractor_quote_amount|quote_date","equipment_category","per_unit","benchmark_range","needs_equipment_details","medium","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_url_hash:url_hash:909b01398607370c","grant_funding","electric_usage_reduction|battery_tou_demand_savings","bill_savings|upfront_cost_reduction","business_relevant","none|electric","project_cost_estimate","contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|annual_kwh|monthly_peak_kw","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:5513","financing_cash_flow","electric_usage_reduction|solar_electric_offset|hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency|controls_building_automation","bill_savings|financing","agriculture_only","none|electric|gas","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|time_of_use_periods|demand_charges|peak_kw|monthly_therms|gas_rate_schedule|demand_charge_rate|annual_therms","equipment_category","financing","contractor_quote_required","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:4243","financing_cash_flow","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency","bill_savings|financing","business_relevant","none|electric|gas","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|peak_kw|demand_charges|monthly_therms|gas_rate_schedule|demand_charge_rate","equipment_category","financing","contractor_quote_required","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:22576","battery_tou_demand_savings","project_cost_reduction_only","bill_savings|upfront_cost_reduction","residential_only","electric|none","rate_schedule|time_of_use_periods|peak_kw|demand_charges|demand_charge_rate|monthly_kwh","annual_kwh|monthly_peak_kw|contractor_quote_amount|quote_date","equipment_category","per_unit","cost_per_kwh_storage","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:3797","tax_benefit_project_cost_reduction","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency|controls_building_automation","bill_savings|tax_benefit","residential_only","none|electric|gas","project_cost_estimate|tax_entity_type","ownership_status|tax_appetite_unknown|contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|peak_kw|demand_charges|monthly_therms|gas_rate_schedule|demand_charge_rate|annual_therms|time_of_use_periods","equipment_category","tax_credit","benchmark_range","needs_tax_review","low","true"
"SOURCE_DSIRE:dsire_program_id:2809","program_rule_value_only","","policy_or_permitting","mixed","none","","service_address|utility_provider","project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:2586","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","mixed","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:22263","fleet_fuel_replacement","ev_charging_site_load","bill_savings|upfront_cost_reduction","residential_only","fuel|electric","annual_gallons|annual_fuel_cost|average_cost_per_gallon|vehicle_count","estimated_miles|fuel_type|monthly_fuel_cost|rate_schedule|average_cost_per_kwh|peak_kw|demand_charge_rate|time_of_use_periods","vehicle_count","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:1804","program_rule_value_only","","policy_or_permitting","mixed","none","","service_address|utility_provider","project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:22810","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","residential_only","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:3348","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","residential_only","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:2670","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:5223","financing_cash_flow","solar_electric_offset|hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|commercial_kitchen_equipment_efficiency|water_sewer_reduction","bill_savings|financing","mixed","none|electric|gas|water_sewer","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|time_of_use_periods|demand_charges|generation_charges|delivery_charges|monthly_kwh|peak_kw|rate_schedule|monthly_therms|gas_rate_schedule|annual_therms|average_cost_per_therm|annual_water_use|annual_water_cost|annual_sewer_cost|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","equipment_category","financing","contractor_quote_required","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:83","program_rule_value_only","","policy_or_permitting","mixed","none","","service_address|utility_provider","project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:3024","controls_building_automation","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|rate_schedule","annual_therms|peak_kw|demand_charges|time_of_use_periods","square_footage|equipment_category","per_unit","benchmark_range","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:22630","grant_funding","ev_charging_site_load","bill_savings|upfront_cost_reduction","unknown","none|electric","project_cost_estimate","contractor_quote_amount|peak_kw|demand_charge_rate|time_of_use_periods","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","low","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_solicitation_number:GFO-24-701","grant_funding","","upfront_cost_reduction","business_relevant","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:186","gas_usage_reduction","project_cost_reduction_only","bill_savings|upfront_cost_reduction","mixed","gas|none","annual_therms|annual_gas_cost|average_cost_per_therm","monthly_therms|gas_rate_schedule|contractor_quote_amount|quote_date","equipment_category","per_unit","cost_per_unit","needs_bill","high","true"
"SOURCE_DSIRE:dsire_program_id:3578","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","mixed","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:4133","whole_building_custom_efficiency","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|refrigeration_electric_efficiency|motor_vfd_efficiency|controls_building_automation|commercial_kitchen_equipment_efficiency|water_sewer_reduction","bill_savings|upfront_cost_reduction","residential_only","electric|gas|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|rate_schedule|delivery_charges|generation_charges|demand_charges|monthly_therms|gas_rate_schedule|time_of_use_periods|annual_water_use|annual_water_cost|annual_sewer_cost|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","low","true"
"SOURCE_DSIRE:dsire_program_id:5739","financing_cash_flow","hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency","bill_savings|financing","residential_only","none|electric|gas","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|monthly_kwh|peak_kw|demand_charges|rate_schedule|monthly_therms|gas_rate_schedule|demand_charge_rate","equipment_category","financing","contractor_quote_required","needs_quote","low","true"
